country,date,casesWeekly,casesDaily,movingAverage7Days
Chad,2020-05-15,205,29,23.571428571428573
Chad,2020-05-16,205,29,26.285714285714285
Chad,2020-05-17,205,29,29.0
Chad,2020-05-18,181,25,28.428571428571427
Chad,2020-05-19,181,25,27.857142857142858
Chad,2020-05-20,181,25,27.285714285714285
Chad,2020-05-21,181,25,26.714285714285715
Chad,2020-05-22,181,25,26.142857142857142
Chad,2020-05-23,181,25,25.571428571428573
Chad,2020-05-24,181,25,25.0
Chad,2020-05-25,172,24,24.857142857142858
Chad,2020-05-26,172,24,24.714285714285715
Chad,2020-05-27,172,24,24.571428571428573
Chad,2020-05-28,172,24,24.428571428571427
Chad,2020-05-29,172,24,24.285714285714285
Chad,2020-05-30,172,24,24.142857142857142
Chad,2020-05-31,172,24,24.0
Chad,2020-06-01,103,14,22.571428571428573
Chad,2020-06-02,103,14,21.142857142857142
Chad,2020-06-03,103,14,19.714285714285715
Chad,2020-06-04,103,14,18.285714285714285
Chad,2020-06-05,103,14,16.857142857142858
Chad,2020-06-06,103,14,15.428571428571429
Chad,2020-06-07,103,14,14.0
Chad,2020-06-08,59,8,13.142857142857142
Chad,2020-06-09,59,8,12.285714285714286
Chad,2020-06-10,59,8,11.428571428571429
Chad,2020-06-11,59,8,10.571428571428571
Chad,2020-06-12,59,8,9.714285714285714
Chad,2020-06-13,59,8,8.857142857142858
Chad,2020-06-14,59,8,8.0
Chad,2020-06-15,13,1,7.0
Chad,2020-06-16,13,1,6.0
Chad,2020-06-17,13,1,5.0
Chad,2020-06-18,13,1,4.0
Chad,2020-06-19,13,1,3.0
Chad,2020-06-20,13,1,2.0
Chad,2020-06-21,13,1,1.0
Chad,2020-06-22,8,1,1.0
Chad,2020-06-23,8,1,1.0
Chad,2020-06-24,8,1,1.0
Chad,2020-06-25,8,1,1.0
Chad,2020-06-26,8,1,1.0
Chad,2020-06-27,8,1,1.0
Chad,2020-06-28,8,1,1.0
Chad,2020-06-29,8,1,1.0
Chad,2020-06-30,8,1,1.0
Chad,2020-07-01,8,1,1.0
Chad,2020-07-02,8,1,1.0
Chad,2020-07-03,8,1,1.0
Chad,2020-07-04,8,1,1.0
Chad,2020-07-05,8,1,1.0
Chad,2020-07-06,6,0,0.8571428571428571
Chad,2020-07-07,6,0,0.7142857142857143
Chad,2020-07-08,6,0,0.5714285714285714
Chad,2020-07-09,6,0,0.42857142857142855
Chad,2020-07-10,6,0,0.2857142857142857
Chad,2020-07-11,6,0,0.14285714285714285
Chad,2020-07-12,6,0,0.0
Chad,2020-07-13,8,1,0.14285714285714285
Chad,2020-07-14,8,1,0.2857142857142857
Chad,2020-07-15,8,1,0.42857142857142855
Chad,2020-07-16,8,1,0.5714285714285714
Chad,2020-07-17,8,1,0.7142857142857143
Chad,2020-07-18,8,1,0.8571428571428571
Chad,2020-07-19,8,1,1.0
Chad,2020-07-20,9,1,1.0
Chad,2020-07-21,9,1,1.0
Chad,2020-07-22,9,1,1.0
Chad,2020-07-23,9,1,1.0
Chad,2020-07-24,9,1,1.0
Chad,2020-07-25,9,1,1.0
Chad,2020-07-26,9,1,1.0
Chad,2020-07-27,26,3,1.2857142857142858
Chad,2020-07-28,26,3,1.5714285714285714
Chad,2020-07-29,26,3,1.8571428571428572
Chad,2020-07-30,26,3,2.142857142857143
Chad,2020-07-31,26,3,2.4285714285714284
Chad,2020-08-01,26,3,2.7142857142857144
Chad,2020-08-02,26,3,3.0
Chad,2020-08-03,21,3,3.0
Chad,2020-08-04,21,3,3.0
Chad,2020-08-05,21,3,3.0
Chad,2020-08-06,21,3,3.0
Chad,2020-08-07,21,3,3.0
Chad,2020-08-08,21,3,3.0
Chad,2020-08-09,21,3,3.0
Chad,2020-08-10,8,1,2.7142857142857144
Chad,2020-08-11,8,1,2.4285714285714284
Chad,2020-08-12,8,1,2.142857142857143
Chad,2020-08-13,8,1,1.8571428571428572
Chad,2020-08-14,8,1,1.5714285714285714
Chad,2020-08-15,8,1,1.2857142857142858
Chad,2020-08-16,8,1,1.0
Chad,2020-08-17,12,1,1.0
Chad,2020-08-18,12,1,1.0
Chad,2020-08-19,12,1,1.0
Chad,2020-08-20,12,1,1.0
Chad,2020-08-21,12,1,1.0
Chad,2020-08-22,12,1,1.0
Chad,2020-08-23,12,1,1.0
Chad,2020-08-24,30,4,1.4285714285714286
Chad,2020-08-25,30,4,1.8571428571428572
Chad,2020-08-26,30,4,2.2857142857142856
Chad,2020-08-27,30,4,2.7142857142857144
Chad,2020-08-28,30,4,3.142857142857143
Chad,2020-08-29,30,4,3.5714285714285716
Chad,2020-08-30,30,4,4.0
Chad,2020-08-31,26,3,3.857142857142857
Chad,2020-09-01,26,3,3.7142857142857144
Chad,2020-09-02,26,3,3.5714285714285716
Chad,2020-09-03,26,3,3.4285714285714284
Chad,2020-09-04,26,3,3.2857142857142856
Chad,2020-09-05,26,3,3.142857142857143
Chad,2020-09-06,26,3,3.0
Chad,2020-09-07,27,3,3.0
Chad,2020-09-08,27,3,3.0
Chad,2020-09-09,27,3,3.0
Chad,2020-09-10,27,3,3.0
Chad,2020-09-11,27,3,3.0
Chad,2020-09-12,27,3,3.0
Chad,2020-09-13,27,3,3.0
Chad,2020-09-14,45,6,3.4285714285714284
Chad,2020-09-15,45,6,3.857142857142857
Chad,2020-09-16,45,6,4.285714285714286
Chad,2020-09-17,45,6,4.714285714285714
Chad,2020-09-18,45,6,5.142857142857143
Chad,2020-09-19,45,6,5.571428571428571
Chad,2020-09-20,45,6,6.0
Chad,2020-09-21,67,9,6.428571428571429
Chad,2020-09-22,67,9,6.857142857142857
Chad,2020-09-23,67,9,7.285714285714286
Chad,2020-09-24,67,9,7.714285714285714
Chad,2020-09-25,67,9,8.142857142857142
Chad,2020-09-26,67,9,8.571428571428571
Chad,2020-09-27,67,9,9.0
Chad,2020-09-28,27,3,8.142857142857142
Chad,2020-09-29,27,3,7.285714285714286
Chad,2020-09-30,27,3,6.428571428571429
Chad,2020-10-01,27,3,5.571428571428571
Chad,2020-10-02,27,3,4.714285714285714
Chad,2020-10-03,27,3,3.857142857142857
Chad,2020-10-04,27,3,3.0
Chad,2020-10-05,39,5,3.2857142857142856
Chad,2020-10-06,39,5,3.5714285714285716
Chad,2020-10-07,39,5,3.857142857142857
Chad,2020-10-08,39,5,4.142857142857143
Chad,2020-10-09,39,5,4.428571428571429
Chad,2020-10-10,39,5,4.714285714285714
Chad,2020-10-11,39,5,5.0
Chad,2020-10-12,87,12,6.0
Chad,2020-10-13,87,12,7.0
Chad,2020-10-14,87,12,8.0
Chad,2020-10-15,87,12,9.0
Chad,2020-10-16,87,12,10.0
Chad,2020-10-17,87,12,11.0
Chad,2020-10-18,87,12,12.0
Chad,2020-10-19,75,10,11.714285714285714
Chad,2020-10-20,75,10,11.428571428571429
Chad,2020-10-21,75,10,11.142857142857142
Chad,2020-10-22,75,10,10.857142857142858
Chad,2020-10-23,75,10,10.571428571428571
Chad,2020-10-24,75,10,10.285714285714286
Chad,2020-10-25,75,10,10.0
Chad,2020-10-26,58,8,9.714285714285714
Chad,2020-10-27,58,8,9.428571428571429
Chad,2020-10-28,58,8,9.142857142857142
Chad,2020-10-29,58,8,8.857142857142858
Chad,2020-10-30,58,8,8.571428571428571
Chad,2020-10-31,58,8,8.285714285714286
Chad,2020-11-01,58,8,8.0
Chad,2020-11-02,61,8,8.0
Chad,2020-11-03,61,8,8.0
Chad,2020-11-04,61,8,8.0
Chad,2020-11-05,61,8,8.0
Chad,2020-11-06,61,8,8.0
Chad,2020-11-07,61,8,8.0
Chad,2020-11-08,61,8,8.0
Chad,2020-11-09,49,7,7.857142857142857
Chad,2020-11-10,49,7,7.714285714285714
Chad,2020-11-11,49,7,7.571428571428571
Chad,2020-11-12,49,7,7.428571428571429
Chad,2020-11-13,49,7,7.285714285714286
Chad,2020-11-14,49,7,7.142857142857143
Chad,2020-11-15,49,7,7.0
Chad,2020-11-16,50,7,7.0
Chad,2020-11-17,50,7,7.0
Chad,2020-11-18,50,7,7.0
Chad,2020-11-19,50,7,7.0
Chad,2020-11-20,50,7,7.0
Chad,2020-11-21,50,7,7.0
Chad,2020-11-22,50,7,7.0
Chad,2020-11-23,45,6,6.857142857142857
Chad,2020-11-24,45,6,6.714285714285714
Chad,2020-11-25,45,6,6.571428571428571
Chad,2020-11-26,45,6,6.428571428571429
Chad,2020-11-27,45,6,6.285714285714286
Chad,2020-11-28,45,6,6.142857142857143
Chad,2020-11-29,45,6,6.0
Chad,2020-11-30,40,5,5.857142857142857
Chad,2020-12-01,40,5,5.714285714285714
Chad,2020-12-02,40,5,5.571428571428571
Chad,2020-12-03,40,5,5.428571428571429
Chad,2020-12-04,40,5,5.285714285714286
Chad,2020-12-05,40,5,5.142857142857143
Chad,2020-12-06,40,5,5.0
Chad,2020-12-07,43,6,5.142857142857143
Chad,2020-12-08,43,6,5.285714285714286
Chad,2020-12-09,43,6,5.428571428571429
Chad,2020-12-10,43,6,5.571428571428571
Chad,2020-12-11,43,6,5.714285714285714
Chad,2020-12-12,43,6,5.857142857142857
Chad,2020-12-13,43,6,6.0
Chad,2020-12-14,45,6,6.0
Chad,2020-12-15,45,6,6.0
Chad,2020-12-16,45,6,6.0
Chad,2020-12-17,45,6,6.0
Chad,2020-12-18,45,6,6.0
Chad,2020-12-19,45,6,6.0
Chad,2020-12-20,45,6,6.0
Chad,2020-12-21,120,17,7.571428571428571
Chad,2020-12-22,120,17,9.142857142857142
Chad,2020-12-23,120,17,10.714285714285714
Chad,2020-12-24,120,17,12.285714285714286
Chad,2020-12-25,120,17,13.857142857142858
Chad,2020-12-26,120,17,15.428571428571429
Chad,2020-12-27,120,17,17.0
Chad,2020-12-28,125,17,17.0
Chad,2020-12-29,125,17,17.0
Chad,2020-12-30,125,17,17.0
Chad,2020-12-31,125,17,17.0
Chad,2021-01-01,125,17,17.0
Chad,2021-01-02,125,17,17.0
Chad,2021-01-03,125,17,17.0
Chad,2021-01-04,198,28,18.571428571428573
Chad,2021-01-05,198,28,20.142857142857142
Chad,2021-01-06,198,28,21.714285714285715
Chad,2021-01-07,198,28,23.285714285714285
Chad,2021-01-08,198,28,24.857142857142858
Chad,2021-01-09,198,28,26.428571428571427
Chad,2021-01-10,198,28,28.0
Chad,2021-01-11,324,46,30.571428571428573
Chad,2021-01-12,324,46,33.142857142857146
Chad,2021-01-13,324,46,35.714285714285715
Chad,2021-01-14,324,46,38.285714285714285
Chad,2021-01-15,324,46,40.857142857142854
Chad,2021-01-16,324,46,43.42857142857143
Chad,2021-01-17,324,46,46.0
Chad,2021-01-18,358,51,46.714285714285715
Chad,2021-01-19,358,51,47.42857142857143
Chad,2021-01-20,358,51,48.142857142857146
Chad,2021-01-21,358,51,48.857142857142854
Chad,2021-01-22,358,51,49.57142857142857
Chad,2021-01-23,358,51,50.285714285714285
Chad,2021-01-24,358,51,51.0
Anguilla,2020-03-30,2,0,0.0
Anguilla,2020-03-31,2,0,0.0
Anguilla,2020-04-01,2,0,0.0
Anguilla,2020-04-02,2,0,0.0
Anguilla,2020-04-03,2,0,0.0
Anguilla,2020-04-04,2,0,0.0
Anguilla,2020-04-05,2,0,0.0
Anguilla,2020-04-06,1,0,0.0
Anguilla,2020-04-07,1,0,0.0
Anguilla,2020-04-08,1,0,0.0
Anguilla,2020-04-09,1,0,0.0
Anguilla,2020-04-10,1,0,0.0
Anguilla,2020-04-11,1,0,0.0
Anguilla,2020-04-12,1,0,0.0
Anguilla,2020-04-13,0,0,0.0
Anguilla,2020-04-14,0,0,0.0
Anguilla,2020-04-15,0,0,0.0
Anguilla,2020-04-16,0,0,0.0
Anguilla,2020-04-17,0,0,0.0
Anguilla,2020-04-18,0,0,0.0
Anguilla,2020-04-19,0,0,0.0
Anguilla,2020-04-20,0,0,0.0
Anguilla,2020-04-21,0,0,0.0
Anguilla,2020-04-22,0,0,0.0
Anguilla,2020-04-23,0,0,0.0
Anguilla,2020-04-24,0,0,0.0
Anguilla,2020-04-25,0,0,0.0
Anguilla,2020-04-26,0,0,0.0
Anguilla,2020-04-27,0,0,0.0
Anguilla,2020-04-28,0,0,0.0
Anguilla,2020-04-29,0,0,0.0
Anguilla,2020-04-30,0,0,0.0
Anguilla,2020-05-01,0,0,0.0
Anguilla,2020-05-02,0,0,0.0
Anguilla,2020-05-03,0,0,0.0
Anguilla,2020-05-04,0,0,0.0
Anguilla,2020-05-05,0,0,0.0
Anguilla,2020-05-06,0,0,0.0
Anguilla,2020-05-07,0,0,0.0
Anguilla,2020-05-08,0,0,0.0
Anguilla,2020-05-09,0,0,0.0
Anguilla,2020-05-10,0,0,0.0
Anguilla,2020-05-11,0,0,0.0
Anguilla,2020-05-12,0,0,0.0
Anguilla,2020-05-13,0,0,0.0
Anguilla,2020-05-14,0,0,0.0
Anguilla,2020-05-15,0,0,0.0
Anguilla,2020-05-16,0,0,0.0
Anguilla,2020-05-17,0,0,0.0
Anguilla,2020-05-18,0,0,0.0
Anguilla,2020-05-19,0,0,0.0
Anguilla,2020-05-20,0,0,0.0
Anguilla,2020-05-21,0,0,0.0
Anguilla,2020-05-22,0,0,0.0
Anguilla,2020-05-23,0,0,0.0
Anguilla,2020-05-24,0,0,0.0
Anguilla,2020-05-25,0,0,0.0
Anguilla,2020-05-26,0,0,0.0
Anguilla,2020-05-27,0,0,0.0
Anguilla,2020-05-28,0,0,0.0
Anguilla,2020-05-29,0,0,0.0
Anguilla,2020-05-30,0,0,0.0
Anguilla,2020-05-31,0,0,0.0
Anguilla,2020-06-01,0,0,0.0
Anguilla,2020-06-02,0,0,0.0
Anguilla,2020-06-03,0,0,0.0
Anguilla,2020-06-04,0,0,0.0
Anguilla,2020-06-05,0,0,0.0
Anguilla,2020-06-06,0,0,0.0
Anguilla,2020-06-07,0,0,0.0
Anguilla,2020-06-08,0,0,0.0
Anguilla,2020-06-09,0,0,0.0
Anguilla,2020-06-10,0,0,0.0
Anguilla,2020-06-11,0,0,0.0
Anguilla,2020-06-12,0,0,0.0
Anguilla,2020-06-13,0,0,0.0
Anguilla,2020-06-14,0,0,0.0
Anguilla,2020-06-15,0,0,0.0
Anguilla,2020-06-16,0,0,0.0
Anguilla,2020-06-17,0,0,0.0
Anguilla,2020-06-18,0,0,0.0
Anguilla,2020-06-19,0,0,0.0
Anguilla,2020-06-20,0,0,0.0
Anguilla,2020-06-21,0,0,0.0
Anguilla,2020-06-22,0,0,0.0
Anguilla,2020-06-23,0,0,0.0
Anguilla,2020-06-24,0,0,0.0
Anguilla,2020-06-25,0,0,0.0
Anguilla,2020-06-26,0,0,0.0
Anguilla,2020-06-27,0,0,0.0
Anguilla,2020-06-28,0,0,0.0
Anguilla,2020-06-29,0,0,0.0
Anguilla,2020-06-30,0,0,0.0
Anguilla,2020-07-01,0,0,0.0
Anguilla,2020-07-02,0,0,0.0
Anguilla,2020-07-03,0,0,0.0
Anguilla,2020-07-04,0,0,0.0
Anguilla,2020-07-05,0,0,0.0
Anguilla,2020-07-06,0,0,0.0
Anguilla,2020-07-07,0,0,0.0
Anguilla,2020-07-08,0,0,0.0
Anguilla,2020-07-09,0,0,0.0
Anguilla,2020-07-10,0,0,0.0
Anguilla,2020-07-11,0,0,0.0
Anguilla,2020-07-12,0,0,0.0
Anguilla,2020-07-13,0,0,0.0
Anguilla,2020-07-14,0,0,0.0
Anguilla,2020-07-15,0,0,0.0
Anguilla,2020-07-16,0,0,0.0
Anguilla,2020-07-17,0,0,0.0
Anguilla,2020-07-18,0,0,0.0
Anguilla,2020-07-19,0,0,0.0
Anguilla,2020-07-20,0,0,0.0
Anguilla,2020-07-21,0,0,0.0
Anguilla,2020-07-22,0,0,0.0
Anguilla,2020-07-23,0,0,0.0
Anguilla,2020-07-24,0,0,0.0
Anguilla,2020-07-25,0,0,0.0
Anguilla,2020-07-26,0,0,0.0
Anguilla,2020-07-27,0,0,0.0
Anguilla,2020-07-28,0,0,0.0
Anguilla,2020-07-29,0,0,0.0
Anguilla,2020-07-30,0,0,0.0
Anguilla,2020-07-31,0,0,0.0
Anguilla,2020-08-01,0,0,0.0
Anguilla,2020-08-02,0,0,0.0
Anguilla,2020-08-03,0,0,0.0
Anguilla,2020-08-04,0,0,0.0
Anguilla,2020-08-05,0,0,0.0
Anguilla,2020-08-06,0,0,0.0
Anguilla,2020-08-07,0,0,0.0
Anguilla,2020-08-08,0,0,0.0
Anguilla,2020-08-09,0,0,0.0
Anguilla,2020-08-10,0,0,0.0
Anguilla,2020-08-11,0,0,0.0
Anguilla,2020-08-12,0,0,0.0
Anguilla,2020-08-13,0,0,0.0
Anguilla,2020-08-14,0,0,0.0
Anguilla,2020-08-15,0,0,0.0
Anguilla,2020-08-16,0,0,0.0
Anguilla,2020-08-17,0,0,0.0
Anguilla,2020-08-18,0,0,0.0
Anguilla,2020-08-19,0,0,0.0
Anguilla,2020-08-20,0,0,0.0
Anguilla,2020-08-21,0,0,0.0
Anguilla,2020-08-22,0,0,0.0
Anguilla,2020-08-23,0,0,0.0
Anguilla,2020-08-24,0,0,0.0
Anguilla,2020-08-25,0,0,0.0
Anguilla,2020-08-26,0,0,0.0
Anguilla,2020-08-27,0,0,0.0
Anguilla,2020-08-28,0,0,0.0
Anguilla,2020-08-29,0,0,0.0
Anguilla,2020-08-30,0,0,0.0
Anguilla,2020-08-31,0,0,0.0
Anguilla,2020-09-01,0,0,0.0
Anguilla,2020-09-02,0,0,0.0
Anguilla,2020-09-03,0,0,0.0
Anguilla,2020-09-04,0,0,0.0
Anguilla,2020-09-05,0,0,0.0
Anguilla,2020-09-06,0,0,0.0
Anguilla,2020-09-07,0,0,0.0
Anguilla,2020-09-08,0,0,0.0
Anguilla,2020-09-09,0,0,0.0
Anguilla,2020-09-10,0,0,0.0
Anguilla,2020-09-11,0,0,0.0
Anguilla,2020-09-12,0,0,0.0
Anguilla,2020-09-13,0,0,0.0
Anguilla,2020-09-14,0,0,0.0
Anguilla,2020-09-15,0,0,0.0
Anguilla,2020-09-16,0,0,0.0
Anguilla,2020-09-17,0,0,0.0
Anguilla,2020-09-18,0,0,0.0
Anguilla,2020-09-19,0,0,0.0
Anguilla,2020-09-20,0,0,0.0
Anguilla,2020-09-21,0,0,0.0
Anguilla,2020-09-22,0,0,0.0
Anguilla,2020-09-23,0,0,0.0
Anguilla,2020-09-24,0,0,0.0
Anguilla,2020-09-25,0,0,0.0
Anguilla,2020-09-26,0,0,0.0
Anguilla,2020-09-27,0,0,0.0
Anguilla,2020-09-28,0,0,0.0
Anguilla,2020-09-29,0,0,0.0
Anguilla,2020-09-30,0,0,0.0
Anguilla,2020-10-01,0,0,0.0
Anguilla,2020-10-02,0,0,0.0
Anguilla,2020-10-03,0,0,0.0
Anguilla,2020-10-04,0,0,0.0
Anguilla,2020-10-05,0,0,0.0
Anguilla,2020-10-06,0,0,0.0
Anguilla,2020-10-07,0,0,0.0
Anguilla,2020-10-08,0,0,0.0
Anguilla,2020-10-09,0,0,0.0
Anguilla,2020-10-10,0,0,0.0
Anguilla,2020-10-11,0,0,0.0
Anguilla,2020-10-12,0,0,0.0
Anguilla,2020-10-13,0,0,0.0
Anguilla,2020-10-14,0,0,0.0
Anguilla,2020-10-15,0,0,0.0
Anguilla,2020-10-16,0,0,0.0
Anguilla,2020-10-17,0,0,0.0
Anguilla,2020-10-18,0,0,0.0
Anguilla,2020-10-19,0,0,0.0
Anguilla,2020-10-20,0,0,0.0
Anguilla,2020-10-21,0,0,0.0
Anguilla,2020-10-22,0,0,0.0
Anguilla,2020-10-23,0,0,0.0
Anguilla,2020-10-24,0,0,0.0
Anguilla,2020-10-25,0,0,0.0
Anguilla,2020-10-26,0,0,0.0
Anguilla,2020-10-27,0,0,0.0
Anguilla,2020-10-28,0,0,0.0
Anguilla,2020-10-29,0,0,0.0
Anguilla,2020-10-30,0,0,0.0
Anguilla,2020-10-31,0,0,0.0
Anguilla,2020-11-01,0,0,0.0
Anguilla,2020-11-02,0,0,0.0
Anguilla,2020-11-03,0,0,0.0
Anguilla,2020-11-04,0,0,0.0
Anguilla,2020-11-05,0,0,0.0
Anguilla,2020-11-06,0,0,0.0
Anguilla,2020-11-07,0,0,0.0
Anguilla,2020-11-08,0,0,0.0
Anguilla,2020-11-09,0,0,0.0
Anguilla,2020-11-10,0,0,0.0
Anguilla,2020-11-11,0,0,0.0
Anguilla,2020-11-12,0,0,0.0
Anguilla,2020-11-13,0,0,0.0
Anguilla,2020-11-14,0,0,0.0
Anguilla,2020-11-15,0,0,0.0
Anguilla,2020-11-16,0,0,0.0
Anguilla,2020-11-17,0,0,0.0
Anguilla,2020-11-18,0,0,0.0
Anguilla,2020-11-19,0,0,0.0
Anguilla,2020-11-20,0,0,0.0
Anguilla,2020-11-21,0,0,0.0
Anguilla,2020-11-22,0,0,0.0
Anguilla,2020-11-23,1,0,0.0
Anguilla,2020-11-24,1,0,0.0
Anguilla,2020-11-25,1,0,0.0
Anguilla,2020-11-26,1,0,0.0
Anguilla,2020-11-27,1,0,0.0
Anguilla,2020-11-28,1,0,0.0
Anguilla,2020-11-29,1,0,0.0
Anguilla,2020-11-30,0,0,0.0
Anguilla,2020-12-01,0,0,0.0
Anguilla,2020-12-02,0,0,0.0
Anguilla,2020-12-03,0,0,0.0
Anguilla,2020-12-04,0,0,0.0
Anguilla,2020-12-05,0,0,0.0
Anguilla,2020-12-06,0,0,0.0
Anguilla,2020-12-07,5,0,0.0
Anguilla,2020-12-08,5,0,0.0
Anguilla,2020-12-09,5,0,0.0
Anguilla,2020-12-10,5,0,0.0
Anguilla,2020-12-11,5,0,0.0
Anguilla,2020-12-12,5,0,0.0
Anguilla,2020-12-13,5,0,0.0
Anguilla,2020-12-14,1,0,0.0
Anguilla,2020-12-15,1,0,0.0
Anguilla,2020-12-16,1,0,0.0
Anguilla,2020-12-17,1,0,0.0
Anguilla,2020-12-18,1,0,0.0
Anguilla,2020-12-19,1,0,0.0
Anguilla,2020-12-20,1,0,0.0
Anguilla,2020-12-21,0,0,0.0
Anguilla,2020-12-22,0,0,0.0
Anguilla,2020-12-23,0,0,0.0
Anguilla,2020-12-24,0,0,0.0
Anguilla,2020-12-25,0,0,0.0
Anguilla,2020-12-26,0,0,0.0
Anguilla,2020-12-27,0,0,0.0
Anguilla,2020-12-28,3,0,0.0
Anguilla,2020-12-29,3,0,0.0
Anguilla,2020-12-30,3,0,0.0
Anguilla,2020-12-31,3,0,0.0
Anguilla,2021-01-01,3,0,0.0
Anguilla,2021-01-02,3,0,0.0
Anguilla,2021-01-03,3,0,0.0
Anguilla,2021-01-04,2,0,0.0
Anguilla,2021-01-05,2,0,0.0
Anguilla,2021-01-06,2,0,0.0
Anguilla,2021-01-07,2,0,0.0
Anguilla,2021-01-08,2,0,0.0
Anguilla,2021-01-09,2,0,0.0
Anguilla,2021-01-10,2,0,0.0
Anguilla,2021-01-11,0,0,0.0
Anguilla,2021-01-12,0,0,0.0
Anguilla,2021-01-13,0,0,0.0
Anguilla,2021-01-14,0,0,0.0
Anguilla,2021-01-15,0,0,0.0
Anguilla,2021-01-16,0,0,0.0
Anguilla,2021-01-17,0,0,0.0
Anguilla,2021-01-18,0,0,0.0
Anguilla,2021-01-19,0,0,0.0
Anguilla,2021-01-20,0,0,0.0
Anguilla,2021-01-21,0,0,0.0
Anguilla,2021-01-22,0,0,0.0
Anguilla,2021-01-23,0,0,0.0
Anguilla,2021-01-24,0,0,0.0
Paraguay,2020-03-16,8,1,1.0
Paraguay,2020-03-17,8,1,1.0
Paraguay,2020-03-18,8,1,1.0
Paraguay,2020-03-19,8,1,1.0
Paraguay,2020-03-20,8,1,1.0
Paraguay,2020-03-21,8,1,1.0
Paraguay,2020-03-22,8,1,1.0
Paraguay,2020-03-23,14,2,1.1428571428571428
Paraguay,2020-03-24,14,2,1.2857142857142858
Paraguay,2020-03-25,14,2,1.4285714285714286
Paraguay,2020-03-26,14,2,1.5714285714285714
Paraguay,2020-03-27,14,2,1.7142857142857142
Paraguay,2020-03-28,14,2,1.8571428571428572
Paraguay,2020-03-29,14,2,2.0
Paraguay,2020-03-30,42,6,2.5714285714285716
Paraguay,2020-03-31,42,6,3.142857142857143
Paraguay,2020-04-01,42,6,3.7142857142857144
Paraguay,2020-04-02,42,6,4.285714285714286
Paraguay,2020-04-03,42,6,4.857142857142857
Paraguay,2020-04-04,42,6,5.428571428571429
Paraguay,2020-04-05,42,6,6.0
Paraguay,2020-04-06,49,7,6.142857142857143
Paraguay,2020-04-07,49,7,6.285714285714286
Paraguay,2020-04-08,49,7,6.428571428571429
Paraguay,2020-04-09,49,7,6.571428571428571
Paraguay,2020-04-10,49,7,6.714285714285714
Paraguay,2020-04-11,49,7,6.857142857142857
Paraguay,2020-04-12,49,7,7.0
Paraguay,2020-04-13,34,4,6.571428571428571
Paraguay,2020-04-14,34,4,6.142857142857143
Paraguay,2020-04-15,34,4,5.714285714285714
Paraguay,2020-04-16,34,4,5.285714285714286
Paraguay,2020-04-17,34,4,4.857142857142857
Paraguay,2020-04-18,34,4,4.428571428571429
Paraguay,2020-04-19,34,4,4.0
Paraguay,2020-04-20,59,8,4.571428571428571
Paraguay,2020-04-21,59,8,5.142857142857143
Paraguay,2020-04-22,59,8,5.714285714285714
Paraguay,2020-04-23,59,8,6.285714285714286
Paraguay,2020-04-24,59,8,6.857142857142857
Paraguay,2020-04-25,59,8,7.428571428571429
Paraguay,2020-04-26,59,8,8.0
Paraguay,2020-04-27,22,3,7.285714285714286
